,Dotcount,Commacount,Exclcount,Wordcount,Uppercasecount,Lowercasecount,Specialchar,Numbercount,Charcount,Uniquewords,Apicescount,Quotescount,Openpar,Closepar,Operatorcount,Hashtagcount,Dottycount,Linkcount,14agree-disagree
1319,2,0,1,22,0,105,6,1,110,22,0,0,0,0,0,0,0,0,-1.0
1320,0,0,0,19,9,104,7,1,124,19,3,0,0,0,2,0,0,0,
1321,12,2,0,88,77,422,49,19,582,88,5,0,0,0,9,10,2,0,
1322,1,1,0,24,2,100,6,6,115,24,3,0,0,0,0,0,0,0,1.0
1323,2,1,1,24,3,116,13,0,133,24,0,6,0,1,0,0,0,0,
1324,1,0,1,48,7,230,6,1,250,48,0,0,0,0,1,0,0,0,-1.0
1325,9,1,0,13,0,73,11,0,85,13,0,0,0,0,0,0,2,0,
1326,0,0,0,11,0,60,2,0,61,11,1,0,0,0,0,0,0,0,1.0
1327,2,1,0,19,0,113,3,0,117,19,0,0,0,0,0,0,0,0,-1.0
1328,9,1,0,36,0,186,18,0,204,36,7,0,0,0,1,0,3,0,1.0
1329,0,0,0,12,1,49,7,5,63,12,0,0,0,1,3,1,0,0,
1330,2,4,0,51,0,277,11,2,292,51,2,0,0,0,0,0,0,0,0.0
1331,1,0,0,2,0,16,1,0,17,2,0,0,0,0,0,0,0,0,
1332,6,0,0,38,1,205,17,0,227,38,1,6,0,0,0,0,2,0,-1.0
1333,3,2,0,49,0,215,8,0,225,49,0,0,0,0,2,0,0,0,-1.0
1334,0,0,0,10,0,53,0,0,53,10,0,0,0,0,0,0,0,0,1.0
1335,0,0,1,15,0,81,1,0,83,15,0,0,0,0,0,0,0,0,
1336,0,0,1,8,0,38,2,0,40,8,0,0,0,0,0,0,0,0,-1.0
1337,5,2,1,53,2,279,8,2,296,53,0,0,0,0,0,0,0,0,-1.0
1338,0,2,2,55,1,276,9,1,288,55,1,0,0,0,0,0,0,0,1.0
1339,0,2,0,20,11,86,1,2,104,20,0,0,0,0,0,0,0,0,-1.0
1340,2,0,0,45,0,236,3,6,250,45,0,0,0,0,0,0,0,0,
1341,12,3,0,70,7,337,38,14,400,70,0,0,0,0,7,7,2,0,1.0
1342,1,1,3,25,1,94,7,3,107,25,2,0,0,0,0,0,0,0,1.0
1343,1,1,0,13,0,67,5,0,72,13,1,0,0,0,0,0,0,0,1.0
1344,2,0,0,5,0,27,2,0,31,5,0,0,0,0,0,0,0,0,1.0
1345,2,5,0,48,1,234,10,1,248,48,0,0,0,0,0,0,0,0,-1.0
1346,9,0,0,12,0,53,12,0,67,12,0,0,0,0,0,0,3,0,-1.0
1347,2,4,0,20,1,83,8,1,98,20,1,0,0,0,0,0,0,0,1.0
1348,0,0,0,5,0,31,0,0,32,5,0,0,0,0,0,0,0,0,-1.0
1349,0,0,3,7,0,40,3,0,44,7,0,0,0,0,0,0,0,0,1.0
1350,9,0,0,14,0,66,9,1,76,14,0,0,0,0,0,0,3,0,-1.0
1351,1,1,0,27,1,127,11,0,138,27,0,6,0,0,0,0,0,0,-1.0
1352,1,1,1,15,1,80,4,1,88,15,1,0,0,0,0,0,0,0,1.0
1353,0,0,0,7,0,30,0,0,30,7,0,0,0,0,0,0,0,0,-1.0
1354,4,7,0,51,4,330,17,0,352,51,1,0,1,1,0,0,0,0,-1.0
1355,1,0,0,7,9,26,1,0,38,7,0,0,0,0,0,0,0,0,1.0
1356,4,0,1,10,1,56,5,0,66,10,0,0,0,0,0,0,1,0,-1.0
1357,0,1,0,9,0,34,5,0,35,9,0,0,0,0,0,0,0,0,
1358,5,4,10,56,0,236,17,0,260,56,2,0,0,0,0,0,0,0,
1359,7,1,0,40,0,188,12,3,206,40,4,0,0,0,0,0,1,0,
1360,4,1,0,24,0,124,5,0,130,24,0,0,0,0,0,0,1,0,-1.0
1361,9,3,9,75,20,369,42,16,452,75,1,10,0,0,3,3,2,0,1.0
1362,1,0,0,11,0,59,1,1,62,11,0,0,0,0,0,0,0,0,
1363,0,1,2,25,0,109,4,3,117,25,0,0,0,0,1,0,0,0,
1364,0,0,0,3,0,10,0,0,11,3,0,0,0,0,0,0,0,0,1.0
1365,2,1,0,14,1,43,6,1,55,14,1,0,1,1,0,0,0,0,1.0
1366,1,1,0,21,0,114,2,0,118,21,0,0,0,0,0,0,0,0,1.0
1367,3,0,0,21,1,81,4,1,91,21,1,0,0,0,0,0,0,0,0.0
1368,0,5,1,59,0,277,10,1,289,59,0,0,0,0,0,0,0,0,-1.0
1369,4,4,0,92,0,510,21,5,538,92,1,0,2,2,0,0,0,0,-1.0
1370,0,0,0,18,0,75,2,0,80,18,0,0,0,0,0,0,0,0,-1.0
1371,4,3,1,68,7,348,35,15,407,68,2,0,1,1,6,6,0,0,
1372,6,1,0,46,0,214,11,2,226,46,0,0,0,0,1,1,0,0,-1.0
1373,2,3,0,10,0,56,5,0,62,10,0,0,0,0,0,0,0,0,-1.0
1374,2,2,0,34,0,180,6,0,188,34,0,0,0,0,0,0,0,0,-1.0
1375,2,1,0,45,0,224,6,0,228,45,0,0,0,0,0,0,0,0,1.0
1376,2,4,1,27,0,108,8,1,119,27,0,0,0,0,0,0,0,0,-1.0
1377,1,5,1,38,0,201,12,0,218,38,1,0,1,1,0,0,0,0,
1378,0,0,0,5,0,23,1,0,24,5,1,0,0,0,0,0,0,0,-1.0
1379,2,3,0,41,19,211,12,0,246,41,1,0,1,1,1,0,0,0,
1380,2,1,0,23,0,113,4,1,120,23,0,0,0,0,0,0,0,0,1.0
1381,8,3,0,61,1,305,13,5,325,61,0,0,0,0,2,0,0,0,1.0
1382,9,3,0,28,1,147,15,5,168,28,1,0,0,0,1,0,2,0,1.0
1383,1,1,0,11,1,43,10,7,62,11,0,6,0,0,0,0,0,0,
1384,1,1,0,14,1,69,4,0,74,14,1,0,0,0,0,0,0,0,1.0
1385,8,3,0,61,1,305,13,5,325,61,0,0,0,0,2,0,0,0,1.0
1386,3,0,0,13,0,63,5,0,69,13,0,0,0,0,0,0,1,0,-1.0
1387,1,1,0,23,0,87,4,0,90,23,0,0,0,0,0,0,0,0,-1.0
1388,5,0,4,40,0,173,11,10,197,40,0,0,0,0,1,0,1,0,1.0
1389,2,1,0,35,1,175,12,3,192,35,0,6,1,1,0,0,0,0,-1.0
1390,16,7,0,59,0,335,34,0,368,59,3,0,1,1,0,0,4,0,
1391,1,6,2,61,5,337,14,1,363,61,3,0,1,1,0,0,0,0,1.0
1392,4,0,0,17,0,93,6,0,99,17,1,0,0,0,0,0,1,0,-1.0
1393,1,2,0,8,0,30,2,0,33,8,0,0,0,0,0,0,0,0,1.0
1394,1,2,0,18,1,86,5,0,93,18,1,0,0,0,0,0,0,0,-1.0
1395,1,0,1,26,5,101,8,1,118,26,2,0,1,1,1,0,0,0,1.0
1396,3,0,0,13,1,70,4,0,77,13,0,0,0,0,1,0,1,0,0.0
1397,0,0,0,16,3,72,2,0,79,16,0,0,0,0,1,0,0,0,0.0
1398,1,1,0,12,0,63,2,0,65,12,0,0,0,0,0,0,0,0,1.0
1399,10,10,0,74,1,388,27,11,429,74,2,0,0,0,1,0,1,0,
1400,0,0,3,12,1,58,5,0,63,12,1,0,0,0,0,0,0,0,1.0
1401,14,7,0,125,0,660,44,2,707,125,2,0,3,3,1,1,3,0,-1.0
1402,2,5,1,80,0,439,10,4,456,80,1,0,0,0,1,0,0,0,-1.0
1403,2,4,0,40,2,198,5,0,209,40,0,0,0,0,0,0,0,0,-1.0
1404,4,0,0,17,0,73,4,0,79,17,0,0,0,0,0,0,1,0,-1.0
1405,6,0,0,39,1,189,15,0,206,39,0,6,0,0,0,0,1,0,-1.0
1406,0,0,0,3,1,13,0,1,16,3,0,0,0,0,0,0,0,0,1.0
1407,3,2,0,44,1,220,15,0,235,44,1,6,1,1,0,0,0,0,1.0
1408,3,2,0,40,1,187,10,0,209,40,0,0,0,0,0,0,0,0,-1.0
1409,0,0,0,18,0,95,1,1,96,18,0,0,0,0,0,0,0,0,1.0
1410,1,0,0,6,9,17,1,1,31,6,0,0,0,0,0,0,0,0,1.0
1411,4,8,3,90,0,493,20,0,514,90,0,0,0,0,0,0,0,0,1.0
1412,0,1,0,43,1,196,2,5,207,43,0,0,0,0,0,0,0,0,-1.0
1413,9,2,0,55,1,243,30,8,285,55,2,0,0,0,4,5,2,0,-1.0
1414,0,1,0,22,0,118,1,0,119,22,0,0,0,0,0,0,0,0,-1.0
1415,0,0,1,9,2,43,1,1,50,9,0,0,0,0,0,0,0,0,1.0
1416,1,0,0,19,1,101,4,1,111,19,1,0,0,0,0,0,0,0,-1.0
1417,4,2,0,22,4,132,19,10,169,22,0,0,0,0,4,4,1,0,
1418,2,0,0,20,0,92,5,1,99,20,1,0,0,0,0,0,0,0,1.0
1419,1,2,0,16,2,105,9,4,123,16,0,0,0,0,2,2,0,0,
1420,2,0,0,9,3,29,10,1,44,9,1,6,0,0,0,0,0,0,1.0
1421,3,1,0,57,2,306,12,3,323,57,0,0,0,0,1,1,0,0,1.0
1422,4,0,0,49,3,213,5,3,227,49,2,0,0,0,0,0,0,0,-1.0
1423,5,8,0,65,2,318,27,2,353,65,1,6,0,0,1,1,1,0,-1.0
1424,1,1,0,26,2,129,4,1,137,26,1,0,0,0,0,0,0,0,1.0
1425,4,3,0,41,0,190,11,0,198,41,1,0,0,0,0,0,0,0,1.0
1426,2,2,9,31,10,144,23,5,185,31,0,0,0,0,3,2,0,0,1.0
1427,0,1,3,14,8,53,5,0,69,14,0,0,0,0,0,0,0,0,1.0
1428,0,0,0,17,0,67,3,1,71,17,0,0,0,0,0,0,0,0,-1.0
1429,1,2,1,52,0,261,5,0,268,52,1,0,0,0,0,0,0,0,
1430,1,0,0,25,0,126,5,0,131,25,0,0,0,0,0,0,0,0,-1.0
1431,0,0,0,10,5,38,0,0,45,10,0,0,0,0,0,0,0,0,1.0
1432,2,0,0,25,0,108,3,0,112,25,0,0,0,0,0,0,0,0,
1433,4,1,0,9,0,52,7,0,58,9,0,0,0,0,0,0,1,0,1.0
1434,1,2,0,17,1,92,6,1,104,17,2,0,0,0,0,0,0,0,-1.0
1435,1,2,0,24,2,165,9,6,186,24,0,0,0,0,2,2,0,0,1.0
1436,0,0,0,5,0,26,4,0,32,5,0,0,0,0,0,0,0,0,
1437,0,0,0,12,8,50,0,1,62,12,0,0,0,0,0,0,0,0,1.0
1438,2,4,1,47,0,233,8,3,245,47,0,0,0,0,0,0,0,0,-1.0
1439,0,0,0,12,0,61,2,0,63,12,0,0,0,0,0,0,0,0,
1440,0,0,2,19,0,79,6,2,89,19,1,0,0,0,1,1,0,0,-1.0
1441,6,4,0,61,1,300,29,5,334,61,2,10,1,1,1,0,1,0,-1.0
1442,2,2,0,39,4,246,13,6,274,39,0,0,0,0,3,3,0,0,
1443,3,0,0,71,2,404,13,1,420,71,1,6,0,0,0,0,0,0,
1444,0,0,1,14,0,65,2,1,68,14,0,0,0,0,0,0,0,0,-1.0
1445,2,1,0,26,0,117,5,0,125,26,1,0,0,0,0,0,0,0,-1.0
1446,3,6,0,65,1,361,15,1,379,65,2,0,0,0,0,0,0,0,
1447,1,0,0,10,0,43,1,1,46,10,0,0,0,0,0,0,0,0,-1.0
1448,1,8,0,37,4,249,15,6,279,37,0,0,0,0,2,2,0,0,
1449,2,0,1,25,1,135,8,2,149,25,1,0,0,0,1,1,0,0,1.0
1450,0,2,1,20,1,80,7,3,92,20,1,0,0,0,1,1,0,0,
1451,1,1,0,20,2,76,3,3,89,20,0,0,0,0,0,0,0,0,0.0
1452,0,5,1,30,6,116,7,0,133,30,0,0,0,0,0,0,0,0,0.0
1453,3,1,0,33,0,164,5,1,169,33,0,0,0,0,0,0,1,0,0.0
1454,0,2,1,28,0,143,8,0,150,28,0,0,0,0,0,0,0,0,-1.0
1455,4,1,0,49,0,269,10,0,281,49,0,0,0,0,0,0,0,0,-1.0
1456,1,4,0,49,1,287,9,4,305,49,1,0,0,0,1,1,0,0,-1.0
1457,1,0,0,5,0,22,1,0,25,5,0,0,0,0,0,0,0,0,
1458,0,0,5,21,13,83,5,1,106,21,0,0,0,0,0,0,0,0,-1.0
1459,2,2,0,42,1,210,6,1,221,42,1,0,0,0,0,0,0,0,
1460,4,0,0,3,0,15,4,0,19,3,0,0,0,0,0,0,1,0,1.0
1461,0,0,0,16,0,80,3,0,81,16,0,0,0,0,0,0,0,0,
1462,5,6,0,61,2,326,12,1,344,61,1,0,0,0,1,0,0,0,-1.0
1463,0,1,1,19,3,111,4,0,119,19,1,0,0,0,1,0,0,0,-1.0
1464,0,1,1,25,1,114,4,0,119,25,1,0,0,0,0,0,0,0,1.0
1465,0,2,0,13,0,56,3,0,59,13,0,0,0,0,0,0,0,0,
1466,1,0,0,13,0,70,1,0,72,13,0,0,0,0,0,0,0,0,-1.0
1467,6,2,3,36,1,177,17,19,217,36,4,0,0,0,1,0,0,0,-1.0
1468,2,7,0,57,0,266,15,3,284,57,0,0,0,0,1,0,0,0,1.0
1469,4,2,0,65,4,366,19,10,404,65,3,0,0,0,3,3,0,0,-1.0
1470,4,2,0,10,0,51,9,0,61,10,2,0,0,0,0,0,1,0,
1471,4,6,2,82,1,419,32,10,461,82,1,10,1,1,1,1,0,0,
1472,3,0,0,26,0,154,3,0,160,26,0,0,0,0,0,0,0,0,-1.0
1473,1,2,0,30,0,149,4,0,155,30,0,0,0,0,0,0,0,0,-1.0
1474,2,0,0,26,0,139,2,0,144,26,0,0,0,0,0,0,0,0,1.0
1475,0,0,0,20,2,95,2,0,104,20,0,0,0,0,0,0,0,0,1.0
1476,1,0,0,12,0,50,2,0,52,12,0,0,0,0,0,0,0,0,-1.0
1477,1,0,0,21,0,91,4,0,95,21,1,0,0,0,0,0,0,0,1.0
1478,3,0,0,25,13,97,5,1,119,25,0,0,0,0,0,0,0,0,1.0
1479,1,0,0,17,1,88,6,0,97,17,0,0,0,0,2,0,0,0,
1480,6,1,0,37,3,189,15,9,218,37,0,0,0,0,2,1,0,0,-1.0
1481,0,1,1,20,1,85,5,1,91,20,0,0,0,0,0,0,0,0,0.0
1482,0,2,0,42,0,221,7,0,227,42,0,0,0,0,0,0,0,0,-1.0
1483,1,1,0,15,0,68,3,0,71,15,0,0,0,0,0,0,0,0,-1.0
1484,0,0,0,13,0,68,2,0,71,13,0,0,0,0,0,0,0,0,0.0
1485,7,9,2,98,2,506,37,5,556,98,3,10,0,0,3,0,0,0,-1.0
1486,2,9,0,44,3,244,18,7,286,44,1,0,0,0,2,2,0,0,-1.0
1487,3,0,0,7,0,34,3,0,39,7,0,0,0,0,0,0,1,0,
1488,1,3,1,53,0,240,12,5,255,53,1,0,0,0,0,0,0,0,
1489,0,2,0,16,0,76,7,0,82,16,0,0,1,1,0,0,0,0,1.0
1490,0,0,0,1,0,4,0,0,5,1,0,0,0,0,0,0,0,0,
1491,6,3,0,60,4,349,18,0,376,60,1,6,1,1,0,0,1,0,-1.0
1492,0,0,1,6,0,25,2,0,27,6,0,0,0,0,0,0,0,0,1.0
1493,2,3,0,30,1,176,5,1,186,30,0,0,0,0,0,0,0,0,1.0
1494,1,3,0,18,2,114,11,4,133,18,0,0,0,0,2,2,0,0,1.0
1495,1,1,0,34,1,173,9,1,187,34,3,0,0,0,0,0,0,0,1.0
1496,1,0,1,17,0,76,6,0,82,17,0,0,1,1,0,0,0,0,-1.0
1497,0,1,0,16,0,65,2,0,68,16,0,0,0,0,0,0,0,0,-1.0
1498,20,7,0,90,0,550,51,1,597,90,2,0,1,1,7,0,3,0,
1499,0,1,0,6,0,28,2,0,30,6,0,0,0,0,0,0,0,0,
1500,3,2,0,42,7,206,13,1,226,42,1,0,0,0,2,0,1,0,-1.0
1501,2,7,0,33,3,192,18,10,233,33,0,0,0,0,3,3,0,0,0.0
1502,0,0,0,2,0,7,1,0,9,2,0,0,0,0,0,0,0,0,
1503,0,1,0,14,0,65,3,0,69,14,1,0,0,0,0,0,0,0,1.0
1504,13,5,0,30,1,154,21,2,181,30,1,0,0,0,1,0,3,0,-1.0
1505,7,2,1,43,20,186,23,7,244,43,0,0,0,0,4,3,1,0,-1.0
1506,0,2,2,21,0,109,6,0,117,21,1,0,0,0,0,0,0,0,
1507,0,1,0,8,0,36,2,0,38,8,0,0,0,0,0,0,0,0,
1508,1,1,0,14,7,42,2,1,55,14,0,0,0,0,0,0,0,0,-1.0
1509,0,0,0,1,0,5,0,0,6,1,0,0,0,0,0,0,0,0,1.0
1510,1,0,0,9,0,45,1,0,47,9,0,0,0,0,0,0,0,0,1.0
1511,2,4,0,35,0,161,9,0,171,35,0,0,0,0,0,0,0,0,-1.0
1512,5,3,0,32,1,153,11,1,164,32,0,0,0,0,0,0,1,0,
1513,8,4,0,37,1,180,13,1,198,37,1,0,0,0,0,0,1,0,-1.0
1514,0,2,0,13,0,72,2,0,74,13,0,0,0,0,0,0,0,0,1.0
1515,0,0,0,9,0,47,2,0,49,9,0,0,0,0,0,0,0,0,
1516,2,0,7,33,9,139,11,2,165,33,0,0,0,0,0,0,0,0,-1.0
1517,2,2,0,65,3,378,21,1,402,65,5,6,0,0,0,0,0,0,
1518,1,0,0,2,0,9,2,0,12,2,1,0,0,0,0,0,0,0,
1519,2,1,0,12,0,67,3,1,71,12,0,0,0,0,0,0,0,0,1.0
1520,0,5,1,37,1,191,7,1,200,37,0,0,0,0,0,0,0,0,
1521,2,1,0,18,2,73,6,1,87,18,1,0,0,0,1,0,0,0,1.0
1522,4,1,0,10,0,42,11,2,55,10,0,0,0,0,1,1,1,0,-1.0
1523,1,0,5,15,0,70,8,0,77,15,0,0,0,0,0,0,0,0,1.0
1524,1,0,0,2,0,7,1,0,9,2,0,0,0,0,0,0,0,0,1.0
1525,5,2,1,71,2,348,19,5,383,71,2,0,1,1,1,1,0,0,
1526,0,4,5,40,2,181,8,0,193,40,0,0,0,0,0,0,0,0,1.0
1527,0,0,0,21,4,74,2,1,87,21,0,0,1,1,0,0,0,0,1.0
1528,2,2,1,37,0,206,6,0,216,37,1,0,0,0,0,0,0,0,
1529,0,0,0,19,14,87,8,7,117,19,1,0,0,0,2,2,0,0,1.0
1530,3,5,2,50,1,237,22,0,265,50,1,6,0,0,0,0,0,0,-1.0
1531,1,0,0,14,0,66,3,0,70,14,0,0,0,0,0,0,0,0,-1.0
1532,2,2,0,45,0,262,10,0,271,45,0,0,0,0,0,0,0,0,-1.0
1533,2,2,0,45,0,209,6,0,214,45,1,0,0,0,0,0,0,0,0.0
1534,1,0,0,4,0,18,1,0,19,4,0,0,0,0,0,0,0,0,1.0
1535,2,0,0,6,0,24,4,0,30,6,0,0,0,0,1,0,0,0,1.0
1536,1,1,0,17,1,92,5,0,99,17,1,0,1,1,0,0,0,0,-1.0
1537,1,2,0,40,0,200,6,7,216,40,0,0,0,0,1,0,0,0,1.0
1538,7,0,0,17,0,80,8,8,97,17,0,0,0,0,0,0,2,0,
1539,13,0,0,37,1,163,16,1,180,37,0,0,0,0,0,0,2,0,
1540,1,7,0,55,4,248,28,13,297,55,2,0,0,0,5,5,0,0,-1.0
1541,2,2,0,30,2,151,7,1,167,30,3,0,0,0,0,0,0,0,1.0
1542,3,0,0,10,1,41,3,1,49,10,0,0,0,0,0,0,0,0,1.0
1543,0,2,1,9,0,38,3,0,42,9,0,0,0,0,0,0,0,0,1.0
1544,1,3,1,42,0,201,12,1,217,42,1,0,1,1,1,0,0,0,1.0
1545,0,3,0,26,1,133,5,1,142,26,0,0,1,1,0,0,0,0,1.0
1546,0,0,0,9,0,50,10,2,62,9,0,6,0,0,1,1,0,0,
1547,2,2,0,25,1,118,6,1,126,25,0,0,0,0,0,0,0,0,-1.0
1548,0,2,0,19,0,98,3,0,102,19,0,0,0,0,0,0,0,0,-1.0
1549,1,0,0,29,1,131,4,1,141,29,0,0,0,0,0,0,0,0,
1550,6,0,0,10,0,41,13,0,56,10,1,6,0,0,0,0,2,0,0.0
1551,1,0,1,23,0,107,3,1,112,23,0,0,0,0,0,0,0,0,1.0
1552,6,0,0,29,5,155,15,4,182,29,0,0,1,1,2,2,1,0,
1553,3,1,0,24,0,127,6,0,135,24,1,0,0,0,0,0,0,0,-1.0
1554,0,2,1,42,0,211,8,0,221,42,0,0,0,0,0,0,0,0,-1.0
1555,15,7,0,74,0,332,32,8,375,74,0,0,0,0,2,0,4,0,
1556,0,1,0,15,0,72,1,0,73,15,0,0,0,0,0,0,0,0,-1.0
1557,0,1,1,14,1,59,2,1,65,14,0,0,0,0,0,0,0,0,-1.0
1558,2,2,0,41,0,191,6,1,203,41,0,0,0,0,0,0,0,0,0.0
1559,4,3,0,43,1,206,11,1,224,43,4,0,0,0,0,0,1,0,
1560,1,1,0,15,14,57,3,0,76,15,0,0,0,0,0,0,0,0,
1561,7,0,0,42,0,224,12,6,241,42,0,0,0,0,2,1,1,0,-1.0
1562,6,1,0,40,1,184,12,1,199,40,1,0,0,0,0,0,1,0,
1563,4,0,0,15,13,76,5,0,96,15,0,0,0,0,0,0,1,0,-1.0
1564,7,0,1,64,0,306,20,0,328,64,4,0,1,1,0,0,0,0,
1565,1,4,0,60,0,325,9,3,336,60,2,0,0,0,0,0,0,0,-1.0
1566,3,0,0,11,0,36,5,0,41,11,0,0,0,0,0,0,1,0,-1.0
1567,1,0,1,13,0,60,3,0,64,13,0,0,0,0,0,0,0,0,-1.0
1568,3,7,0,34,0,218,11,0,228,34,0,0,0,0,0,0,1,0,-1.0
1569,0,0,0,9,1,46,2,1,51,9,0,0,0,0,0,0,0,0,1.0
1570,1,1,0,15,1,81,7,3,93,15,0,0,0,0,2,1,0,0,-1.0
1571,2,1,0,26,0,122,3,0,127,26,0,0,0,0,0,0,0,0,-1.0
1572,2,0,0,16,0,82,5,2,89,16,2,0,0,0,0,0,0,0,-1.0
1573,0,0,0,1,0,4,2,0,5,1,0,0,0,0,0,0,0,0,
1574,0,0,1,14,1,50,2,3,57,14,0,0,0,0,0,0,0,0,-1.0
1575,2,0,0,23,3,86,5,5,102,23,0,0,0,0,0,0,0,0,-1.0
1576,0,2,0,19,0,103,7,0,112,19,2,0,0,0,0,0,0,0,-1.0
1577,0,1,1,15,1,75,9,5,91,15,0,0,0,0,2,2,0,0,
1578,2,7,2,49,2,257,25,5,293,49,5,0,1,1,2,2,0,0,-1.0
1579,1,1,1,14,0,78,5,0,86,14,0,0,0,0,1,0,0,0,1.0
1580,8,0,0,40,46,155,13,2,220,40,1,0,0,0,0,0,2,0,1.0
1581,1,0,0,11,0,60,1,0,61,11,0,0,0,0,0,0,0,0,1.0
1582,2,6,4,65,0,322,17,3,345,65,2,0,0,0,0,0,0,0,
1583,5,2,10,32,0,155,19,2,176,32,1,0,0,0,0,0,1,0,
1584,2,2,0,26,1,149,6,1,158,26,0,0,0,0,0,0,0,0,
1585,0,0,3,3,0,11,3,0,14,3,0,0,0,0,0,0,0,0,1.0
1586,1,2,0,31,6,172,11,0,190,31,2,0,1,1,1,0,0,0,
1587,1,0,0,25,1,115,6,2,126,25,0,0,0,0,1,1,0,0,
1588,8,4,0,79,3,365,23,3,403,79,3,0,2,2,0,0,0,0,
1589,1,2,0,16,1,55,3,1,62,16,0,0,0,0,0,0,0,0,1.0
1590,3,0,0,40,0,171,9,1,181,40,0,0,0,0,0,0,1,0,-1.0
1591,5,0,0,42,0,205,5,0,214,42,0,0,0,0,0,0,1,0,
1592,0,0,0,8,0,43,0,0,43,8,0,0,0,0,0,0,0,0,
1593,0,1,2,18,0,94,4,0,97,18,0,0,0,0,0,0,0,0,-1.0
1594,6,11,0,118,0,721,29,2,756,118,5,0,1,1,1,0,0,0,-1.0
1595,4,0,0,16,1,81,5,1,88,16,0,0,0,0,0,0,1,0,0.0
1596,4,1,0,18,0,83,7,1,92,18,1,0,0,0,0,0,1,0,-1.0
1597,3,8,0,86,1,436,24,7,469,86,0,10,1,1,1,0,0,0,-1.0
1598,5,4,0,128,92,700,101,43,955,128,4,10,5,11,18,17,1,0,-1.0
1599,0,0,8,20,0,78,8,0,87,20,0,0,0,0,0,0,0,0,
1600,1,2,0,23,0,103,11,4,121,23,0,0,0,0,2,2,0,0,1.0
1601,1,1,0,22,1,90,3,1,97,22,0,0,0,0,0,0,0,0,-1.0
1602,1,0,0,13,0,63,2,1,65,13,0,0,0,0,0,0,0,0,1.0
1603,1,0,0,34,1,178,4,1,187,34,0,0,0,0,0,0,0,0,-1.0
1604,0,0,3,39,1,170,9,5,188,39,0,6,0,0,0,0,0,0,
1605,1,0,0,13,2,43,4,0,53,13,0,0,0,0,0,0,0,0,-1.0
1606,0,1,2,26,16,114,6,0,139,26,0,0,0,0,0,0,0,0,-1.0
1607,5,0,0,35,1,189,9,3,203,35,0,0,0,0,1,1,1,0,-1.0
1608,3,0,0,13,7,46,4,2,60,13,0,0,0,0,0,0,1,0,
1609,4,4,0,37,0,199,12,0,211,37,0,0,0,0,1,0,0,0,-1.0
1610,0,0,0,13,0,46,1,0,47,13,0,0,0,0,0,0,0,0,
1611,13,6,0,105,1,558,33,1,595,105,1,0,1,1,0,0,1,0,
1612,1,0,0,6,0,38,3,0,42,6,1,0,0,0,0,0,0,0,
1613,4,0,0,26,2,128,14,4,150,26,1,0,0,0,2,1,1,0,-1.0
1614,0,0,1,17,32,65,8,1,109,17,1,0,0,0,0,0,0,0,
1615,5,1,0,19,0,93,9,0,104,19,1,0,0,0,0,0,1,0,
1616,4,1,3,72,14,377,25,2,422,72,4,6,0,0,3,0,0,0,
1617,0,0,1,9,0,36,3,0,38,9,1,0,0,0,0,0,0,0,1.0
1618,0,0,0,2,0,6,0,0,7,2,0,0,0,0,0,0,0,0,-1.0
1619,3,5,0,67,1,369,21,0,391,67,1,6,0,0,0,0,0,0,-1.0
1620,5,0,0,9,0,58,6,0,64,9,1,0,0,0,0,0,1,0,-1.0
1621,1,1,0,31,1,140,10,1,154,31,2,0,1,1,0,0,0,0,
1622,7,0,0,24,28,88,15,2,138,24,0,0,1,1,5,0,2,0,
1623,2,1,0,28,0,110,4,0,115,28,0,0,0,0,0,0,0,0,
1624,4,0,0,11,4,55,5,0,65,11,1,0,0,0,0,0,1,0,
1625,2,1,1,29,17,109,9,4,145,29,1,0,1,1,2,0,0,0,
1626,9,8,0,134,1,766,31,19,825,134,4,0,4,4,3,0,0,0,
1627,2,3,0,36,2,205,19,2,231,36,3,6,1,1,2,0,0,0,
1628,3,2,0,41,1,187,7,1,200,41,0,0,0,0,0,0,0,0,0.0
1629,4,4,0,52,0,289,11,0,302,52,1,0,0,0,0,0,0,0,
1630,0,2,1,13,0,75,3,0,79,13,0,0,0,0,0,0,0,0,
1631,3,0,0,14,0,72,7,0,76,14,1,0,0,0,0,0,1,0,
1632,7,3,0,70,8,321,26,2,367,70,0,6,1,1,1,1,0,0,-1.0
1633,7,1,0,38,23,186,10,0,223,38,0,0,0,0,0,0,1,0,1.0
1634,3,0,0,18,0,89,8,0,97,18,0,0,1,1,0,0,0,0,-1.0
1635,0,1,0,15,0,87,2,0,89,15,0,0,0,0,0,0,0,0,
1636,2,0,0,30,1,135,4,1,145,30,0,0,0,0,0,0,0,0,
1637,0,0,1,20,0,128,5,0,133,20,2,0,0,0,0,0,0,0,-1.0
1638,0,0,0,5,0,19,0,0,19,5,0,0,0,0,0,0,0,0,-1.0
1639,2,6,0,55,3,274,8,0,291,55,0,0,0,0,0,0,0,0,-1.0
1640,8,1,0,53,3,263,18,1,289,53,2,0,0,0,1,0,2,0,-1.0
1641,6,0,0,16,0,65,7,1,72,16,0,0,0,0,0,0,2,0,-1.0
1642,0,1,1,23,0,111,3,2,118,23,1,0,0,0,0,0,0,0,-1.0
1643,0,0,0,10,0,55,1,0,55,10,0,0,0,0,0,0,0,0,
1644,4,0,0,28,30,90,5,3,131,28,0,0,0,0,0,0,1,0,
