Lemma/_writtenForm,Sense/Confidence/_level,Sense/MonolingualExternalRef,Sense/Sentiment/_polarity,Sense/Sentiment/_strength,Sense/Domain,_id,_partOfSpeech
besides,manual,,neutral,strong,,,other
besiege,manual,,negative,average,,,verb
besmirch,manual,,negative,strong,,,verb
best,manual,,positive,strong,,,other
best-known,manual,,positive,strong,,,adj
best-performing,manual,,positive,strong,,,adj
best-selling,manual,,positive,average,,,adj
bestial,manual,,negative,strong,,,adj
betray,manual,,negative,strong,,,verb
betrayal,manual,,negative,strong,,,noun
betrayals,manual,,negative,strong,,,noun
betrayer,manual,,negative,strong,,,noun
better,manual,,positive,strong,,,adj
better,manual,,positive,average,,,other
better-known,manual,,positive,strong,,,adj
better-than-expected,manual,,positive,strong,,,adj
bewail,manual,,negative,strong,,,verb
beware,manual,,negative,average,,,verb
bewilder,manual,,negative,strong,,,verb
bewildered,manual,,negative,strong,,,adj
bewildering,manual,,negative,strong,,,adj
bewildering,manual,,negative,strong,,,other
bewilderingly,manual,,negative,strong,,,other
bewilderment,manual,,negative,strong,,,noun
bewitch,manual,,negative,strong,,,verb
bias,manual,,negative,strong,,,adj
bias,manual,,negative,strong,,,noun
bias,manual,,negative,strong,,,verb
biased,manual,,negative,strong,,,adj
biased,manual,,negative,strong,,,noun
biases,manual,,negative,strong,,,adj
biases,manual,,negative,strong,,,noun
bicker,manual,,negative,strong,,,verb
bickering,manual,,negative,strong,,,other
bid-rigging,manual,,negative,average,,,adj
big,manual,,neutral,average,,,adj
bitch,manual,,negative,strong,,,verb
bitchy,manual,,negative,strong,,,adj
biting,manual,,negative,strong,,,adj
bitingly,manual,,negative,strong,,,other
bitter,manual,,negative,strong,,,adj
bitterly,manual,,negative,strong,,,other
bitterness,manual,,negative,strong,,,noun
bizarre,manual,,negative,strong,,,adj
blab,manual,,negative,strong,,,verb
blabber,manual,,negative,strong,,,verb
black,manual,,negative,average,,,adj
blackmail,manual,,negative,average,,,verb
blah,manual,,negative,strong,,,other
blame,manual,,negative,strong,,,adj
blame,manual,,negative,strong,,,noun
blame,manual,,negative,strong,,,verb
blameless,manual,,positive,strong,,,adj
blameworthy,manual,,negative,strong,,,adj
bland,manual,,negative,strong,,,adj
blandish,manual,,negative,strong,,,verb
blaspheme,manual,,negative,strong,,,verb
blasphemous,manual,,negative,strong,,,adj
blasphemous,manual,,negative,strong,,,other
blasphemy,manual,,negative,strong,,,noun
blast,manual,,negative,average,,,other
blasted,manual,,negative,strong,,,other
blatant,manual,,negative,strong,,,adj
blatantly,manual,,negative,strong,,,adj
blather,manual,,negative,strong,,,verb
bleak,manual,,negative,strong,,,adj
bleakly,manual,,negative,strong,,,other
bleakness,manual,,negative,strong,,,noun
bleed,manual,,negative,average,,,verb
blemish,manual,,negative,average,,,noun
blemish,manual,,negative,average,,,verb
bless,manual,,positive,strong,,,verb
blessing,manual,,positive,strong,,,adj
blessing,manual,,positive,strong,,,noun
blind,manual,,negative,average,,,other
blinding,manual,,negative,strong,,,adj
blinding,manual,,negative,strong,,,other
blindingly,manual,,negative,strong,,,adj
blindness,manual,,negative,average,,,adj
blindside,manual,,negative,strong,,,verb
bliss,manual,,positive,strong,,,noun
blissful,manual,,positive,strong,,,adj
blissfully,manual,,positive,strong,,,other
blister,manual,,negative,strong,,,verb
blistering,manual,,negative,strong,,,adj
blithe,manual,,positive,strong,,,adj
bloated,manual,,negative,strong,,,adj
block,manual,,negative,average,,,noun
block,manual,,negative,average,,,verb
blockhead,manual,,negative,strong,,,adj
blood,manual,,neutral,average,,,adj
blood,manual,,negative,average,,,noun
bloodshed,manual,,negative,strong,,,noun
bloodthirsty,manual,,negative,strong,,,adj
bloody,manual,,negative,average,,,adj
bloom,manual,,positive,average,,,verb
blossom,manual,,positive,average,,,verb
blow,manual,,negative,average,,,adj
blow,manual,,negative,average,,,noun
blunder,manual,,negative,strong,,,adj
blunder,manual,,negative,strong,,,noun
blundering,manual,,negative,strong,,,other
blunders,manual,,negative,strong,,,other
blunt,manual,,negative,strong,,,adj
blur,manual,,negative,average,,,verb
blurt,manual,,negative,strong,,,verb
boast,manual,,positive,strong,,,verb
boast,manual,,negative,strong,,,verb
boastful,manual,,negative,strong,,,adj
boggle,manual,,negative,strong,,,verb
bogus,manual,,negative,strong,,,adj
boil,manual,,negative,strong,,,verb
boiling,manual,,negative,strong,,,other
boisterous,manual,,negative,strong,,,adj
bold,manual,,positive,strong,,,adj
boldly,manual,,positive,strong,,,other
boldness,manual,,positive,strong,,,noun
bolster,manual,,positive,strong,,,verb
bombard,manual,,negative,average,,,verb
bomb,manual,,negative,average,,,verb
bombardment,manual,,negative,strong,,,adj
bombardment,manual,,negative,strong,,,noun
bombastic,manual,,negative,strong,,,adj
bondage,manual,,negative,strong,,,noun
bonkers,manual,,negative,strong,,,adj
bonkers,manual,,negative,strong,,,noun
bonny,manual,,positive,strong,,,adj
bonus,manual,,positive,average,,,noun
boom,manual,,positive,average,,,noun
booming,manual,,positive,average,,,adj
boost,manual,,positive,average,,,adj
boost,manual,,positive,average,,,verb
bore,manual,,negative,strong,,,verb
boredom,manual,,negative,strong,,,noun
boring,manual,,negative,strong,,,adj
boring,manual,,negative,strong,,,other
botch,manual,,negative,strong,,,verb
bother,manual,,negative,strong,,,noun
bother,manual,,negative,strong,,,verb
bothersome,manual,,negative,strong,,,adj
boundless,manual,,positive,strong,,,adj
bountiful,manual,,positive,strong,,,adj
bowdlerize,manual,,negative,strong,,,verb
boycott,manual,,negative,average,,,adj
boycott,manual,,negative,average,,,noun
brag,manual,,both,strong,,,noun
brag,manual,,both,strong,,,verb
braggart,manual,,negative,strong,,,other
braggart,manual,,negative,strong,,,noun
bragger,manual,,negative,strong,,,other
bragger,manual,,negative,strong,,,noun
brains,manual,,positive,strong,,,adj
brains,manual,,positive,strong,,,noun
brainwash,manual,,negative,strong,,,verb
brainy,manual,,positive,strong,,,adj
brash,manual,,negative,strong,,,adj
brashly,manual,,negative,strong,,,other
brashness,manual,,negative,strong,,,noun
brat,manual,,negative,strong,,,noun
bravado,manual,,negative,strong,,,noun
brave,manual,,positive,strong,,,adj
brave,manual,,positive,strong,,,verb
bravery,manual,,positive,strong,,,adj
bravery,manual,,positive,strong,,,noun
brazen,manual,,negative,strong,,,other
brazenly,manual,,negative,strong,,,other
brazenly,manual,,negative,strong,,,other
brazenness,manual,,negative,strong,,,noun
brazenness,manual,,negative,strong,,,noun
breach,manual,,negative,average,,,adj
breach,manual,,negative,average,,,noun
break,manual,,negative,average,,,verb
break-point,manual,,negative,strong,,,adj
break-point,manual,,negative,strong,,,noun
breakdown,manual,,negative,average,,,verb
breakthrough,manual,,positive,average,,,adj
breakthrough,manual,,positive,average,,,noun
breakthroughs,manual,,positive,average,,,adj
breakthroughs,manual,,positive,average,,,noun
breathlessness,manual,,positive,strong,,,adj
breathlessness,manual,,positive,strong,,,noun
breathtaking,manual,,positive,strong,,,adj
breathtakingly,manual,,positive,strong,,,other
bright,manual,,positive,average,,,adj
brighten,manual,,positive,average,,,other
brightness,manual,,positive,average,,,noun
brilliance,manual,,positive,average,,,noun
brilliant,manual,,positive,strong,,,adj
brilliant,manual,,positive,strong,,,other
brilliantly,manual,,positive,strong,,,other
brimstone,manual,,negative,strong,,,adj
brimstone,manual,,negative,strong,,,noun
brisk,manual,,positive,average,,,adj
bristle,manual,,negative,strong,,,verb
brittle,manual,,negative,average,,,adj
broad,manual,,positive,average,,,adj
broad-based,manual,,neutral,average,,,adj
broke,manual,,negative,average,,,adj
broken-hearted,manual,,negative,strong,,,adj
brood,manual,,negative,strong,,,verb
brook,manual,,positive,strong,,,verb
brotherly,manual,,positive,average,,,adj
browbeat,manual,,negative,strong,,,verb
bruise,manual,,negative,average,,,noun
brusque,manual,,negative,strong,,,adj
brutal,manual,,negative,strong,,,adj
brutalising,manual,,negative,strong,,,adj
brutalising,manual,,negative,strong,,,noun
brutalities,manual,,negative,strong,,,other
brutalities,manual,,negative,strong,,,noun
brutality,manual,,negative,strong,,,noun
brutalize,manual,,negative,strong,,,verb
brutalizing,manual,,negative,strong,,,adj
brutally,manual,,negative,strong,,,other
brute,manual,,negative,strong,,,noun
brutish,manual,,negative,strong,,,adj
bug,manual,,negative,average,,,verb
buckle,manual,,negative,average,,,verb
bulky,manual,,negative,average,,,adj
bull,manual,,positive,average,,,adj
bull,manual,,positive,average,,,noun
bullies,manual,,negative,strong,,,adj
bullies,manual,,negative,strong,,,noun
bullish,manual,,positive,average,,,adj
bullish,manual,,positive,average,,,noun
bully,manual,,negative,strong,,,adj
bully,manual,,negative,strong,,,noun
bullyingly,manual,,negative,strong,,,other
bum,manual,,negative,average,,,noun
bumpy,manual,,negative,average,,,adj
bungle,manual,,negative,strong,,,verb
bungler,manual,,negative,strong,,,other
bunk,manual,,negative,average,,,noun
buoyant,manual,,positive,average,,,adj
burden,manual,,negative,strong,,,adj
burden,manual,,negative,strong,,,noun
burdensome,manual,,negative,strong,,,adj
burdensome,manual,,negative,strong,,,other
burdensomely,manual,,negative,strong,,,other
burn,manual,,negative,strong,,,verb
busy,manual,,negative,average,,,adj
busybody,manual,,negative,strong,,,noun
butcher,manual,,negative,average,,,verb
butchery,manual,,negative,strong,,,noun
byzantine,manual,,negative,strong,,,adj
cackle,manual,,negative,strong,,,verb
cajole,manual,,negative,strong,,,verb
calamities,manual,,negative,strong,,,noun
calamitous,manual,,negative,strong,,,adj
calamitously,manual,,negative,strong,,,other
calamity,manual,,negative,strong,,,other
calamity,manual,,negative,strong,,,noun
callous,manual,,negative,strong,,,adj
calm,manual,,positive,average,,,adj
calm,manual,,positive,average,,,verb
calming,manual,,positive,strong,,,other
calmness,manual,,positive,average,,,noun
calumniate,manual,,negative,strong,,,verb
calumniation,manual,,negative,strong,,,noun
calumnies,manual,,negative,strong,,,noun
calumnious,manual,,negative,strong,,,adj
calumniously,manual,,negative,strong,,,other
calumny,manual,,negative,strong,,,noun
cancer,manual,,negative,average,,,noun
cancerous,manual,,negative,average,,,adj
candid,manual,,positive,strong,,,adj
candor,manual,,positive,strong,,,noun
cannibal,manual,,negative,strong,,,noun
cannibalize,manual,,negative,strong,,,verb
capable,manual,,positive,average,,,adj
capability,manual,,positive,average,,,noun
capably,manual,,positive,average,,,adj
capitalize,manual,,positive,average,,,verb
capitulate,manual,,negative,average,,,verb
capricious,manual,,negative,strong,,,adj
capriciously,manual,,negative,strong,,,other
capriciousness,manual,,negative,strong,,,noun
capsize,manual,,negative,average,,,verb
captivate,manual,,positive,strong,,,verb
captivating,manual,,positive,strong,,,adj
captivation,manual,,positive,strong,,,noun
captive,manual,,negative,average,,,adj
care,manual,,positive,average,,,verb
carefree,manual,,positive,strong,,,adj
careful,manual,,positive,average,,,adj
careless,manual,,negative,strong,,,adj
carelessness,manual,,negative,strong,,,noun
caricature,manual,,negative,strong,,,verb
carnage,manual,,negative,strong,,,noun
carp,manual,,negative,strong,,,verb
cartoon,manual,,negative,average,,,adj
cartoon,manual,,negative,average,,,noun
cartoonish,manual,,negative,strong,,,other
cash-strapped,manual,,negative,average,,,adj
castigate,manual,,negative,strong,,,verb
casualty,manual,,negative,average,,,noun
cataclysm,manual,,negative,strong,,,noun
cataclysmal,manual,,negative,strong,,,adj
cataclysmic,manual,,negative,strong,,,adj
cataclysmically,manual,,negative,strong,,,other
catalyst,manual,,positive,strong,,,adj
catalyst,manual,,positive,strong,,,noun
catastrophe,manual,,negative,strong,,,other
catastrophe,manual,,negative,strong,,,noun
catastrophes,manual,,negative,strong,,,noun
catastrophic,manual,,negative,strong,,,adj
catastrophic,manual,,negative,strong,,,other
catastrophically,manual,,negative,strong,,,other
catchy,manual,,positive,strong,,,adj
caustic,manual,,negative,strong,,,adj
caustically,manual,,negative,strong,,,other
cautionary,manual,,negative,strong,,,adj
cautious,manual,,negative,average,,,adj
cave,manual,,negative,average,,,verb
ceaseless,manual,,neutral,average,,,adj
celebrate,manual,,positive,strong,,,verb
celebrated,manual,,positive,strong,,,adj
celebration,manual,,positive,strong,,,noun
celebratory,manual,,positive,strong,,,other
celebrity,manual,,positive,average,,,noun
censure,manual,,negative,strong,,,adj
censure,manual,,negative,strong,,,noun
censure,manual,,negative,strong,,,verb
central,manual,,neutral,average,,,adj
certain,manual,,neutral,average,,,other
certainly,manual,,neutral,strong,,,other
certified,manual,,neutral,average,,,adj
chafe,manual,,negative,strong,,,verb
chaff,manual,,negative,strong,,,verb
chagrin,manual,,negative,strong,,,noun
chagrin,manual,,negative,strong,,,verb
challenge,manual,,negative,average,,,noun
challenge,manual,,negative,average,,,verb
challenging,manual,,negative,average,,,adj
champion,manual,,positive,average,,,adj
champion,manual,,positive,average,,,other
champ,manual,,positive,average,,,noun
champion,manual,,positive,average,,,noun
chant,manual,,neutral,average,,,adj
chant,manual,,neutral,average,,,noun
chaos,manual,,negative,strong,,,noun
chaotic,manual,,negative,strong,,,adj
charisma,manual,,negative,strong,,,noun
charismatic,manual,,positive,strong,,,adj
charitable,manual,,positive,average,,,adj
charitable,manual,,positive,average,,,noun
charity,manual,,positive,average,,,noun
charm,manual,,positive,strong,,,adj
charm,manual,,positive,strong,,,noun
charm,manual,,positive,strong,,,verb
charming,manual,,positive,strong,,,adj
charming,manual,,positive,strong,,,other
charmingly,manual,,positive,strong,,,adj
chaste,manual,,positive,strong,,,adj
chasten,manual,,negative,strong,,,verb
chastise,manual,,negative,strong,,,verb
chastisement,manual,,negative,strong,,,other
chatter,manual,,negative,strong,,,verb
chatterbox,manual,,negative,strong,,,other
cheapen,manual,,negative,strong,,,verb
cheap,manual,,negative,strong,,,adj
cheat,manual,,negative,strong,,,noun
cheat,manual,,negative,strong,,,verb
cheater,manual,,negative,strong,,,other
cheer,manual,,positive,strong,,,noun
cheer,manual,,positive,strong,,,verb
cheery,manual,,positive,strong,,,adj
cheerful,manual,,positive,strong,,,adj
cheerless,manual,,negative,strong,,,adj
cherish,manual,,positive,strong,,,verb
cherished,manual,,positive,strong,,,adj
cherub,manual,,positive,strong,,,noun
chic,manual,,positive,strong,,,adj
chide,manual,,negative,strong,,,verb
childish,manual,,negative,strong,,,adj
chill,manual,,negative,average,,,verb
chilly,manual,,negative,average,,,adj
chit,manual,,negative,strong,,,other
chivalry,manual,,positive,strong,,,noun
chivalrous,manual,,positive,strong,,,adj
choppy,manual,,negative,average,,,adj
choke,manual,,negative,average,,,verb
chore,manual,,negative,average,,,noun
chronic,manual,,negative,average,,,adj
chum,manual,,positive,average,,,noun
civility,manual,,positive,strong,,,noun
